id,Category
10283,indian
10285,southern_us
10291,cajun_creole
10294,italian
10295,mexican
10306,cajun_creole
10307,indian
10322,cajun_creole
10324,mexican
10327,french
10330,italian
10338,italian
10339,italian
10341,spanish
10346,indian
10349,japanese
10351,italian
10353,italian
10355,french
10359,italian
10362,mexican
10364,british
10371,mexican
10374,indian
10378,russian
10386,thai
10387,southern_us
10394,indian
10400,mexican
10406,thai
10411,mexican
10418,french
10425,mexican
10441,french
10445,russian
10447,indian
10464,cajun_creole
10466,cajun_creole
10468,chinese
10484,italian
10486,italian
10491,italian
10496,italian
10497,italian
10500,southern_us
10511,mexican
10517,southern_us
10519,italian
10530,greek
10535,french
10536,southern_us
10547,southern_us
10552,italian
10555,mexican
10564,irish
10568,french
10573,mexican
10581,brazilian
10583,mexican
10587,mexican
10588,greek
10593,southern_us
10596,french
10598,italian
10599,mexican
10605,greek
10607,mexican
10613,italian
10615,french
10623,italian
10636,southern_us
10638,italian
10652,italian
10653,italian
10658,thai
10663,chinese
10670,indian
10672,indian
10681,southern_us
10690,thai
10697,mexican
10698,mexican
10700,french
10702,japanese
10705,southern_us
10708,indian
10710,french
10712,italian
10715,mexican
10722,greek
10731,french
10737,indian
10739,southern_us
10746,southern_us
10753,chinese
10754,italian
10764,french
10771,french
10773,mexican
10778,chinese
10780,chinese
10786,southern_us
10788,vietnamese
10791,southern_us
10797,cajun_creole
10801,cajun_creole
10806,french
10808,italian
10814,indian
10815,chinese
10817,italian
10825,thai
10827,irish
10832,mexican
10837,italian
10840,southern_us
10846,cajun_creole
10853,italian
10854,southern_us
10866,italian
10867,french
10868,southern_us
10870,chinese
10880,italian
10884,indian
10888,indian
10890,british
10892,filipino
10893,southern_us
10900,southern_us
10904,chinese
10906,french
10912,mexican
10921,thai
10924,mexican
10927,indian
10932,spanish
10936,southern_us
10937,russian
10941,southern_us
10949,cajun_creole
10953,italian
10956,indian
10965,irish
10966,italian
10977,russian
10987,mexican
10989,indian
10992,chinese
11003,indian
11004,thai
11009,french
11010,indian
11022,italian
11024,mexican
11027,italian
11028,russian
11031,moroccan
11034,british
11038,italian
11039,chinese
11043,italian
11047,southern_us
11052,mexican
11054,spanish
11059,thai
11067,chinese
11082,cajun_creole
11086,southern_us
11088,italian
11099,italian
11105,mexican
11123,italian
11137,mexican
11144,british
11147,italian
11148,indian
11155,moroccan
11169,cajun_creole
11174,italian
11181,italian
11186,southern_us
11189,indian
11190,thai
11202,french
11207,mexican
11210,italian
11229,korean
11230,chinese
11234,mexican
11236,mexican
11237,greek
11240,greek
11241,italian
11248,chinese
11251,southern_us
11268,italian
11272,indian
11274,japanese
11280,mexican
11282,mexican
11294,mexican
11296,italian
11298,indian
11300,chinese
11303,mexican
11304,french
11317,italian
11319,chinese
11322,french
11323,italian
11325,southern_us
11327,italian
11331,indian
11334,cajun_creole
11336,cajun_creole
11337,italian
11364,italian
11389,southern_us
11390,indian
11412,southern_us
11413,moroccan
11416,indian
11418,italian
11428,mexican
11431,chinese
11436,french
11445,mexican
11446,southern_us
11449,korean
11452,greek
11456,korean
11461,southern_us
11466,italian
11468,chinese
11494,indian
11496,indian
11498,greek
11502,indian
11513,french
11517,chinese
11524,southern_us
11526,mexican
11535,cajun_creole
11539,mexican
11543,french
11572,mexican
11573,japanese
11579,mexican
11580,indian
11598,italian
11604,mexican
11606,indian
11614,mexican
11617,southern_us
11623,chinese
11625,japanese
11627,mexican
11629,japanese
11632,southern_us
11638,southern_us
11647,cajun_creole
11656,italian
11659,cajun_creole
11660,thai
11667,italian
11676,mexican
11679,cajun_creole
11685,indian
11688,southern_us
11689,mexican
11691,italian
11694,italian
11696,jamaican
11697,indian
11706,southern_us
11707,french
11713,thai
11717,southern_us
11727,chinese
11732,mexican
11733,brazilian
11747,mexican
11752,italian
11754,indian
11761,chinese
11763,indian
11766,italian
11771,southern_us
11774,southern_us
11775,chinese
11781,chinese
11783,southern_us
11785,brazilian
11798,french
11801,korean
11807,russian
11818,italian
11819,southern_us
11822,italian
11823,moroccan
11827,italian
11839,italian
11840,filipino
11842,chinese
11845,mexican
11848,mexican
11851,italian
11857,mexican
11858,japanese
11859,indian
11866,indian
11869,southern_us
11872,italian
11874,southern_us
11889,southern_us
11890,chinese
11898,italian
11905,indian
11912,italian
11913,indian
11914,french
11916,mexican
11922,southern_us
11923,japanese
11927,italian
11934,thai
11960,italian
11964,filipino
11974,moroccan
11975,mexican
11992,japanese
11997,italian
12001,vietnamese
12005,indian
12020,italian
12025,mexican
12027,russian
12036,chinese
12039,italian
12047,mexican
12055,italian
12061,russian
12062,indian
12066,french
12068,indian
12070,mexican
12075,vietnamese
12077,british
12081,italian
12095,greek
12096,italian
12102,mexican
12112,indian
12133,french
12143,southern_us
12144,southern_us
12145,moroccan
12146,mexican
12150,italian
12158,cajun_creole
12164,indian
12168,italian
12171,korean
12174,chinese
12175,italian
12180,southern_us
12185,indian
12188,southern_us
12190,indian
12199,chinese
12201,italian
12203,mexican
12207,italian
12209,french
12226,mexican
12227,mexican
12229,italian
12238,jamaican
12240,italian
12241,indian
12244,indian
12248,mexican
12254,spanish
12260,thai
12269,indian
12270,mexican
12277,cajun_creole
12293,southern_us
12296,irish
12307,southern_us
12322,italian
12323,indian
12325,italian
12326,thai
12328,thai
12330,italian
12331,mexican
12334,indian
12350,italian
12351,southern_us
12353,southern_us
12354,southern_us
12358,thai
12383,mexican
12385,mexican
12386,filipino
12398,chinese
12401,indian
12406,mexican
12412,italian
12419,spanish
12422,moroccan
12424,british
12426,spanish
12427,italian
12434,italian
12436,italian
12441,chinese
12442,southern_us
12446,greek
12452,italian
12462,italian
12464,jamaican
12482,cajun_creole
12492,vietnamese
12499,korean
12505,french
12508,italian
12512,italian
12525,cajun_creole
12527,southern_us
12538,italian
12539,italian
12542,thai
12549,thai
12551,italian
12553,cajun_creole
12557,brazilian
12561,italian
12562,chinese
12571,chinese
12572,russian
12575,cajun_creole
12576,indian
12577,chinese
12582,mexican
12583,british
12597,mexican
12607,southern_us
12613,italian
12625,jamaican
12630,japanese
12639,mexican
12643,mexican
12651,mexican
12655,mexican
12658,italian
12659,thai
12662,spanish
12663,chinese
12667,filipino
12668,french
12674,italian
12680,southern_us
12685,mexican
12694,southern_us
12706,southern_us
12712,mexican
12719,italian
12734,italian
12737,italian
12749,korean
12755,italian
12757,italian
12763,southern_us
12772,southern_us
12778,italian
12782,thai
12795,mexican
12804,indian
12825,mexican
12834,chinese
12835,mexican
12838,spanish
12840,italian
12847,mexican
12856,indian
12875,mexican
12876,mexican
12877,mexican
12881,mexican
12883,vietnamese
12885,brazilian
12888,mexican
12889,japanese
12899,mexican
12901,italian
12908,filipino
12909,moroccan
12913,chinese
12934,italian
12944,chinese
12980,japanese
12983,italian
12985,mexican
12988,southern_us
12990,thai
12992,mexican
12994,thai
13001,mexican
13003,mexican
13005,korean
13006,southern_us
13008,french
13016,mexican
13022,southern_us
13025,chinese
13029,southern_us
13034,greek
13048,italian
13052,italian
13055,chinese
13058,filipino
13064,french
13074,southern_us
13084,italian
13106,italian
13115,cajun_creole
13120,indian
13121,thai
13131,french
13135,italian
13136,southern_us
13138,italian
13141,mexican
13156,cajun_creole
13168,italian
13172,italian
13173,indian
13181,indian
13182,chinese
13184,cajun_creole
13190,french
13193,italian
13195,italian
13200,japanese
13203,thai
13209,spanish
13221,thai
13222,british
13226,cajun_creole
13239,greek
13253,mexican
13255,italian
13259,filipino
13269,cajun_creole
13271,thai
13279,chinese
13280,jamaican
13282,southern_us
13284,chinese
13287,greek
13296,cajun_creole
13298,italian
13307,cajun_creole
13311,french
13316,greek
13318,indian
13319,cajun_creole
13324,indian
13331,french
13334,vietnamese
13350,japanese
13352,mexican
13356,french
13361,southern_us
13363,cajun_creole
13369,italian
13372,southern_us
13375,southern_us
13385,french
13395,mexican
13396,italian
13404,thai
13406,italian
13419,mexican
13421,italian
13424,southern_us
13425,brazilian
13426,southern_us
13432,indian
13436,southern_us
13441,mexican
13442,greek
13443,thai
13446,french
13450,italian
13452,italian
13464,italian
13478,italian
13480,moroccan
13481,mexican
13488,moroccan
13493,italian
13503,southern_us
13505,italian
13516,mexican
13519,british
13522,irish
13524,southern_us
13527,mexican
13530,mexican
13543,southern_us
13552,mexican
13553,italian
13554,jamaican
13556,indian
13558,indian
13560,greek
13563,greek
13564,southern_us
13567,indian
13569,japanese
13574,greek
13576,italian
13584,greek
13590,moroccan
13592,cajun_creole
13593,southern_us
13597,korean
13598,italian
13601,southern_us
13609,italian
13612,italian
13617,mexican
13618,indian
13620,italian
13621,mexican
13624,brazilian
13633,italian
13634,mexican
13641,spanish
13642,japanese
13648,french
13651,chinese
13653,british
13662,spanish
13663,chinese
13664,indian
13667,southern_us
13671,southern_us
13678,mexican
13682,southern_us
13683,mexican
13691,french
13701,italian
13707,southern_us
13709,french
13713,southern_us
13714,cajun_creole
13717,indian
13726,italian
13727,italian
13733,italian
13734,italian
13736,jamaican
13739,thai
13742,italian
13747,chinese
13758,southern_us
13763,thai
13764,italian
13766,italian
13767,mexican
13772,chinese
13774,southern_us
13785,korean
13787,mexican
13793,korean
13796,italian
13799,chinese
13802,french
13805,italian
13808,cajun_creole
13810,indian
13820,korean
13823,chinese
13824,greek
13826,mexican
13828,indian
13831,southern_us
13836,chinese
13849,vietnamese
13853,mexican
13881,southern_us
13882,italian
13884,italian
13887,indian
13890,japanese
13898,indian
13899,southern_us
13905,greek
13924,mexican
13929,italian
13931,indian
13943,southern_us
13944,mexican
13952,mexican
13958,chinese
13960,chinese
13975,italian
13984,jamaican
14009,japanese
14023,italian
14028,mexican
14029,mexican
14032,moroccan
14040,thai
14044,southern_us
14047,chinese
14052,southern_us
14055,chinese
14061,greek
14068,thai
14074,italian
14083,chinese
14086,italian
14092,moroccan
14093,southern_us
14102,italian
14103,mexican
14108,italian
14109,japanese
14112,italian
14124,moroccan
14128,japanese
14131,southern_us
14133,southern_us
14145,italian
14149,indian
14151,indian
14152,french
14160,french
14164,mexican
14168,chinese
14178,mexican
14179,italian
14182,french
14192,italian
14193,chinese
14198,mexican
14202,southern_us
14204,moroccan
14210,italian
14217,japanese
14221,korean
14223,mexican
14229,southern_us
14238,thai
14239,mexican
14254,chinese
14256,mexican
14261,southern_us
14262,southern_us
14263,spanish
14272,italian
14276,french
14289,southern_us
14290,jamaican
14295,indian
14309,chinese
14310,spanish
14311,italian
14319,southern_us
14324,mexican
14328,indian
14336,southern_us
14337,southern_us
14339,southern_us
14342,italian
14344,italian
14371,southern_us
14378,italian
14387,indian
14390,indian
14391,chinese
14401,italian
14408,italian
14411,mexican
14415,southern_us
14422,mexican
14426,mexican
14427,italian
14431,italian
14432,mexican
14443,indian
14454,southern_us
14455,indian
14473,filipino
14490,vietnamese
14491,french
14493,italian
14496,indian
14500,japanese
14504,chinese
14512,italian
14522,southern_us
14523,french
14525,italian
14528,mexican
14535,chinese
14536,italian
14542,italian
14549,french
14556,japanese
14558,italian
14589,italian
14592,italian
14597,indian
14607,mexican
14616,mexican
14619,italian
14623,italian
14629,french
14635,british
14639,moroccan
14641,southern_us
14642,italian
14646,mexican
14649,british
14658,italian
14660,italian
14662,southern_us
14667,chinese
14671,mexican
14676,greek
14685,chinese
14692,korean
14698,japanese
14700,cajun_creole
14704,mexican
14706,italian
14707,french
14713,italian
14721,southern_us
14723,southern_us
14725,cajun_creole
14728,southern_us
14730,irish
14737,french
14744,italian
14745,southern_us
14749,mexican
14751,italian
14753,indian
14772,mexican
14773,french
14787,spanish
14791,indian
14801,southern_us
14803,italian
14813,vietnamese
14817,russian
14840,southern_us
14844,russian
14845,italian
14847,italian
14848,indian
14849,southern_us
14850,chinese
14856,french
14864,spanish
14871,thai
14875,italian
14888,mexican
14890,mexican
14898,chinese
14905,indian
14908,mexican
14913,mexican
14914,italian
14915,chinese
14917,french
14924,italian
14941,chinese
14942,greek
14943,moroccan
14945,southern_us
14949,italian
14951,british
14953,italian
14955,southern_us
14959,italian
14964,italian
14966,italian
14967,italian
14972,korean
14976,mexican
14988,italian
14999,vietnamese
15003,southern_us
15013,italian
15014,mexican
15026,french
15034,jamaican
15035,cajun_creole
15040,italian
15042,italian
15046,chinese
15048,japanese
15061,southern_us
15067,mexican
15073,chinese
15075,italian
15086,thai
15090,thai
15094,italian
15105,chinese
15108,mexican
15115,italian
15119,mexican
15136,brazilian
15139,italian
15145,cajun_creole
15146,cajun_creole
15147,italian
15154,vietnamese
15155,italian
15156,indian
15161,french
15162,british
15165,filipino
15166,italian
15168,korean
15170,jamaican
15173,greek
15175,italian
15177,italian
15180,chinese
15187,italian
15189,french
15192,french
15201,indian
15204,mexican
15209,filipino
15212,indian
15229,italian
15238,italian
15248,filipino
15269,mexican
15282,southern_us
15298,italian
15300,southern_us
15305,japanese
15310,italian
15314,cajun_creole
15317,filipino
15319,moroccan
15321,italian
15322,italian
15323,italian
15329,mexican
15339,chinese
15342,southern_us
15354,brazilian
15358,indian
15359,mexican
15361,moroccan
15369,southern_us
15374,jamaican
15375,southern_us
15376,italian
15387,thai
15389,spanish
15395,spanish
15396,southern_us
15404,spanish
15408,chinese
15409,italian
15410,greek
15422,southern_us
15436,french
15443,russian
15444,southern_us
15447,italian
15450,french
15454,italian
15463,italian
15468,indian
15475,mexican
15476,spanish
15482,chinese
15484,japanese
15486,mexican
15487,spanish
15499,chinese
15506,italian
15514,french
15516,mexican
15519,indian
15526,french
15536,indian
15557,mexican
15559,southern_us
15564,moroccan
15575,british
15576,mexican
15577,french
15580,indian
15583,chinese
15585,indian
15590,italian
15600,chinese
15601,french
15604,mexican
15606,cajun_creole
15607,french
15615,southern_us
15618,indian
15621,southern_us
15624,indian
15625,thai
15658,thai
15660,italian
15663,mexican
15666,filipino
15667,southern_us
15672,chinese
15673,southern_us
15677,southern_us
15681,italian
15683,french
15689,italian
15691,french
15693,korean
15695,spanish
15697,thai
15703,cajun_creole
15705,french
15706,spanish
15710,french
15715,mexican
15724,italian
15725,italian
15732,greek
15734,french
15735,korean
15743,mexican
15744,italian
15751,italian
15753,british
15754,french
15765,chinese
15770,cajun_creole
15776,mexican
15779,chinese
15783,italian
15789,mexican
15799,mexican
15800,indian
15808,indian
15812,filipino
15814,french
15833,italian
15835,southern_us
15838,southern_us
15840,italian
15845,chinese
15846,mexican
15851,mexican
15854,thai
15856,greek
15858,chinese
15860,chinese
15862,thai
15878,southern_us
15883,indian
15894,mexican
15895,chinese
15902,british
15906,southern_us
15910,italian
15914,mexican
15918,indian
15919,greek
15932,mexican
15954,mexican
15960,french
15961,indian
15972,french
15979,indian
15982,southern_us
15984,spanish
15987,italian
15997,mexican
16009,french
16013,italian
16024,italian
16030,southern_us
16031,filipino
16033,indian
16034,korean
16036,indian
16038,irish
16042,chinese
16055,moroccan
16060,italian
16063,southern_us
16070,spanish
16072,french
16080,italian
16088,british
16093,indian
16098,italian
16099,italian
16102,mexican
16107,thai
16109,mexican
16118,brazilian
16119,greek
16126,mexican
16129,southern_us
16131,italian
16143,southern_us
16147,mexican
16166,mexican
16167,mexican
16176,indian
16179,chinese
16183,thai
16185,mexican
16186,italian
16194,mexican
16203,spanish
16205,cajun_creole
16215,indian
16223,mexican
16231,greek
16232,japanese
16238,italian
16244,indian
16247,mexican
16251,italian
16253,italian
16254,indian
16259,chinese
16260,russian
16270,cajun_creole
16275,french
16277,southern_us
16279,southern_us
16280,italian
16281,italian
16294,italian
16298,indian
16302,spanish
16303,italian
16307,japanese
16317,indian
16320,indian
16321,mexican
16322,italian
16326,mexican
16338,irish
16339,mexican
16341,italian
16354,southern_us
16360,mexican
16366,cajun_creole
16371,moroccan
16376,italian
16378,french
16382,mexican
16389,spanish
16391,spanish
16395,cajun_creole
16402,spanish
16403,indian
16414,mexican
16415,moroccan
16418,italian
16421,chinese
16426,mexican
16427,mexican
16430,italian
16435,indian
16447,japanese
16449,spanish
16450,southern_us
16455,italian
16456,vietnamese
16458,indian
16469,italian
16478,chinese
16479,chinese
16480,southern_us
16483,chinese
16486,italian
16488,spanish
16490,southern_us
16493,moroccan
16501,italian
16503,mexican
16506,indian
16507,greek
16509,italian
16513,cajun_creole
16515,italian
16517,chinese
16528,mexican
16535,italian
16539,italian
16542,southern_us
16544,mexican
16545,chinese
16548,mexican
16549,mexican
16551,italian
16555,cajun_creole
16557,indian
16564,thai
16574,thai
16584,mexican
16587,spanish
16590,spanish
16600,italian
16603,french
16612,moroccan
16618,indian
16634,vietnamese
16635,mexican
16639,cajun_creole
16642,mexican
16643,japanese
16645,french
16653,indian
16654,french
16662,italian
16663,vietnamese
16681,italian
16682,french
16683,spanish
16684,italian
16685,french
16690,mexican
16698,cajun_creole
16699,southern_us
16700,southern_us
16702,italian
16703,greek
16705,french
16729,mexican
16732,italian
16734,italian
16735,italian
16742,italian
16743,thai
16746,french
16747,italian
16748,mexican
16750,italian
16753,mexican
16757,italian
16760,mexican
16763,japanese
16774,japanese
16776,chinese
16782,italian
16785,mexican
16790,mexican
16810,italian
16812,italian
16818,southern_us
16819,japanese
16822,mexican
16824,japanese
16825,indian
16828,filipino
16836,chinese
16840,chinese
16856,southern_us
16857,southern_us
16861,jamaican
16862,mexican
16869,indian
16872,mexican
16873,thai
16875,italian
16877,filipino
16879,italian
16882,thai
16883,mexican
16894,mexican
16898,japanese
16899,chinese
16909,chinese
16915,italian
16924,french
16931,southern_us
16932,italian
16934,mexican
16938,chinese
16945,greek
16958,italian
16959,irish
16964,chinese
16973,italian
16978,moroccan
16984,italian
16995,vietnamese
17003,japanese
17012,southern_us
17013,southern_us
17033,mexican
17035,italian
17044,indian
17048,southern_us
17056,brazilian
17060,mexican
17065,jamaican
17069,mexican
17071,french
17073,italian
17075,italian
17079,japanese
17080,italian
17085,filipino
17100,italian
17108,greek
17109,chinese
17111,southern_us
17119,japanese
17123,mexican
17126,french
17129,italian
17131,mexican
17136,chinese
17137,french
17139,italian
17143,southern_us
17144,mexican
17147,mexican
17148,italian
17153,italian
17161,russian
17163,indian
17172,french
17177,southern_us
17181,moroccan
17186,italian
17193,jamaican
17197,greek
17200,mexican
17209,cajun_creole
17213,mexican
17223,vietnamese
17224,mexican
17240,mexican
17241,moroccan
17243,british
17245,italian
17246,mexican
17251,filipino
17257,southern_us
17260,mexican
17269,french
17274,italian
17276,italian
17281,italian
17293,italian
17296,southern_us
17297,thai
17308,southern_us
17314,southern_us
17315,chinese
17323,southern_us
17325,cajun_creole
17326,italian
17333,korean
17337,greek
17338,british
17341,chinese
17342,southern_us
17347,italian
17352,greek
17356,filipino
17362,indian
17365,indian
17366,filipino
17368,french
17370,mexican
17371,southern_us
17372,southern_us
17377,italian
17380,chinese
17382,italian
17385,cajun_creole
17389,southern_us
17396,mexican
17399,italian
17401,korean
17407,chinese
17409,korean
17419,mexican
17430,italian
17431,korean
17434,indian
17438,italian
17439,thai
17441,italian
17444,italian
17447,italian
17451,jamaican
17454,korean
17459,chinese
17461,indian
17463,jamaican
17472,mexican
17478,thai
17483,mexican
17486,chinese
17488,japanese
17493,indian
17505,cajun_creole
17521,japanese
17522,chinese
17555,indian
17558,southern_us
17561,mexican
17564,greek
17566,mexican
17567,greek
17573,mexican
17575,southern_us
17577,italian
17603,filipino
17615,southern_us
17622,southern_us
17623,italian
17628,japanese
17630,chinese
17631,mexican
17634,mexican
17637,italian
17639,indian
17654,vietnamese
17657,southern_us
17676,chinese
17685,cajun_creole
17692,russian
17703,italian
17726,mexican
17732,filipino
17742,japanese
17743,indian
17744,brazilian
17746,southern_us
17747,russian
17750,chinese
17754,southern_us
17762,italian
17777,italian
17778,spanish
17780,cajun_creole
17782,mexican
17785,mexican
17788,southern_us
17792,mexican
17801,spanish
17804,thai
17805,japanese
17807,filipino
17816,mexican
17819,italian
17820,filipino
17826,greek
17828,italian
17837,chinese
17841,italian
17847,vietnamese
17857,italian
17862,southern_us
17866,italian
17869,italian
17874,french
17875,chinese
17876,spanish
17882,french
17883,french
17890,british
17896,southern_us
17897,korean
17900,italian
17902,cajun_creole
17909,french
17910,french
17922,mexican
17926,indian
17927,mexican
17945,mexican
17949,mexican
17959,japanese
17966,chinese
17967,moroccan
17972,japanese
17977,indian
17985,southern_us
17986,cajun_creole
17987,chinese
17998,filipino
17999,italian
18000,irish
18001,mexican
18003,french
18004,greek
18005,italian
18007,thai
18015,indian
18031,greek
18036,southern_us
18046,french
18054,mexican
18055,southern_us
18056,moroccan
18060,french
18061,vietnamese
18069,japanese
18087,cajun_creole
18088,southern_us
18094,jamaican
18105,french
18109,thai
18110,indian
18112,vietnamese
18119,mexican
18125,moroccan
18126,italian
18129,filipino
18131,indian
18132,mexican
18133,mexican
18140,indian
18143,thai
18144,southern_us
18148,italian
18151,french
18152,italian
18153,mexican
18167,italian
18168,italian
18180,vietnamese
18184,southern_us
18188,irish
18200,french
18216,mexican
18223,moroccan
18224,italian
18227,indian
18228,southern_us
18230,mexican
18237,italian
18239,southern_us
18250,indian
18251,southern_us
18272,indian
18278,filipino
18279,chinese
18283,french
18303,indian
18314,southern_us
18320,chinese
18327,indian
18329,filipino
18332,thai
18339,british
18342,mexican
18346,italian
18352,mexican
18358,irish
18363,italian
18365,russian
18369,mexican
18371,italian
18375,mexican
18389,indian
18406,irish
18408,mexican
18413,mexican
18418,southern_us
18423,italian
18425,irish
18438,southern_us
18449,mexican
18454,cajun_creole
18458,indian
18467,greek
18469,chinese
18471,japanese
18474,mexican
18476,mexican
18477,mexican
18478,thai
18486,irish
18490,indian
18506,korean
18508,thai
18511,vietnamese
18515,french
18523,mexican
18529,greek
18533,southern_us
18535,filipino
18538,mexican
18547,southern_us
18553,chinese
18560,mexican
18563,mexican
18566,jamaican
18580,southern_us
18584,thai
18590,thai
18598,italian
18605,moroccan
18621,indian
18623,french
18624,french
18635,italian
18636,italian
18637,mexican
18640,thai
18650,indian
18651,mexican
18653,chinese
18660,italian
18663,italian
18677,mexican
18681,southern_us
18683,chinese
18694,chinese
18695,chinese
18699,spanish
18707,mexican
18711,japanese
18714,french
18716,italian
18721,french
18722,southern_us
18723,cajun_creole
18729,french
18738,mexican
18739,italian
18741,vietnamese
18743,italian
18753,italian
18757,southern_us
18758,italian
18759,russian
18764,southern_us
18768,indian
18776,mexican
18780,cajun_creole
18781,italian
18782,chinese
18783,french
18787,chinese
18790,british
18792,italian
18803,korean
18807,italian
18830,italian
18837,italian
18838,mexican
18839,chinese
18853,italian
18857,vietnamese
18860,japanese
18879,italian
18881,italian
18885,italian
18891,mexican
18893,italian
18902,french
18903,southern_us
18904,italian
18905,mexican
18908,italian
18911,russian
18915,indian
18924,french
18934,southern_us
18942,japanese
18945,italian
18946,mexican
18949,chinese
18951,mexican
18956,british
18959,greek
18961,italian
18970,italian
18976,greek
18977,french
18978,thai
18979,mexican
18984,cajun_creole
18987,chinese
18990,indian
19003,italian
19007,filipino
19017,mexican
19018,chinese
19024,moroccan
19031,french
19032,mexican
19037,british
19040,thai
19053,italian
19057,vietnamese
19067,korean
19082,mexican
19099,italian
19100,mexican
19109,spanish
19113,french
19117,mexican
19120,mexican
19123,indian
19124,southern_us
19130,mexican
19137,italian
19150,southern_us
19153,cajun_creole
19165,korean
19175,chinese
19180,japanese
19194,southern_us
19198,cajun_creole
19201,italian
19207,moroccan
19216,southern_us
19217,italian
19221,italian
19226,southern_us
19229,japanese
19230,mexican
19236,southern_us
19261,southern_us
19262,italian
19264,filipino
19270,italian
19275,southern_us
19279,italian
19294,italian
19297,italian
19301,chinese
19303,japanese
19306,southern_us
19310,indian
19312,mexican
19323,cajun_creole
19327,cajun_creole
19332,filipino
19333,thai
19337,greek
19339,italian
19342,italian
19349,mexican
19350,french
19356,indian
19359,chinese
19364,filipino
19372,french
19373,spanish
19377,greek
19379,mexican
19387,mexican
19390,italian
19394,greek
19400,french
19403,jamaican
19405,cajun_creole
19406,italian
19411,cajun_creole
19420,japanese
19422,greek
19440,mexican
19444,southern_us
19445,southern_us
19446,italian
19451,italian
19460,indian
19469,japanese
19471,italian
19476,southern_us
19480,indian
19491,indian
19493,indian
19497,italian
19499,italian
19507,mexican
19516,british
19535,italian
19539,chinese
19546,southern_us
19552,southern_us
19553,italian
19554,italian
19558,japanese
19560,russian
19561,french
19569,thai
19584,greek
19590,japanese
19592,mexican
19594,southern_us
19599,british
19602,french
19603,korean
19606,mexican
19612,vietnamese
19614,mexican
19616,italian
19627,indian
19628,mexican
19631,mexican
19632,mexican
19633,mexican
19636,french
19642,filipino
19646,southern_us
19650,chinese
19652,italian
19653,mexican
19657,korean
19658,japanese
19662,french
19665,mexican
19671,mexican
19681,mexican
19682,chinese
19683,moroccan
19686,brazilian
19687,italian
19690,italian
19693,italian
19700,italian
19706,indian
19712,cajun_creole
19713,mexican
19725,british
19740,spanish
19741,mexican
19753,japanese
19763,thai
19768,french
19770,italian
19772,french
19773,italian
19779,mexican
19780,mexican
19782,japanese
19785,southern_us
19791,italian
19793,southern_us
19799,indian
19819,thai
19832,thai
19834,korean
19835,indian
19839,italian
19843,mexican
19849,italian
19852,mexican
19863,moroccan
19871,mexican
19872,chinese
19874,french
19877,mexican
19880,cajun_creole
19883,southern_us
19888,southern_us
19891,southern_us
19892,mexican
19897,vietnamese
19906,vietnamese
19907,chinese
19908,french
19913,mexican
19914,italian
19921,italian
19925,italian
19928,italian
19932,japanese
19934,italian
19939,japanese
19942,chinese
19951,southern_us
19955,mexican
19957,italian
19965,southern_us
19973,mexican
19977,mexican
19992,spanish
19993,chinese
19994,southern_us
20004,mexican
20017,thai
20023,southern_us
20029,chinese
20042,spanish
20043,southern_us
20049,southern_us
20050,mexican
20051,italian
20052,filipino
20060,southern_us
20061,french
20066,southern_us
20067,french
20073,mexican
20090,italian
20095,indian
20099,british
20100,chinese
20105,french
20119,italian
20122,italian
20123,mexican
20124,mexican
20134,cajun_creole
20136,indian
20146,italian
20147,filipino
20148,mexican
20149,italian
20151,chinese
20169,southern_us
20170,mexican
20174,italian
20181,italian
20182,mexican
20192,korean
20195,cajun_creole
20197,mexican
20198,mexican
20204,mexican
20205,korean
20206,southern_us
20209,vietnamese
20218,italian
20223,italian
20226,southern_us
20227,brazilian
20228,chinese
20233,southern_us
20238,thai
20239,korean
20243,italian
20251,italian
20262,french
20273,southern_us
20277,mexican
20281,cajun_creole
20282,brazilian
20284,italian
20288,southern_us
20289,chinese
20296,italian
20302,japanese
20304,chinese
20316,southern_us
20321,cajun_creole
20332,spanish
20338,vietnamese
20344,chinese
20348,italian
20352,mexican
20356,indian
20359,moroccan
20364,greek
20366,spanish
20368,thai
20371,vietnamese
20382,vietnamese
20386,italian
20399,italian
20408,indian
20415,southern_us
20417,southern_us
20422,mexican
20423,british
20430,southern_us
20434,italian
20450,korean
20452,italian
20456,cajun_creole
20462,italian
20469,thai
20477,chinese
20487,southern_us
20493,italian
20500,french
20514,chinese
20518,spanish
20528,moroccan
20535,indian
20537,italian
20548,thai
20554,southern_us
20555,filipino
20563,southern_us
20570,filipino
20576,japanese
20577,indian
20585,indian
20595,italian
20596,mexican
20599,mexican
20603,italian
20612,southern_us
20614,russian
20619,mexican
20621,british
20626,spanish
20628,southern_us
20633,mexican
20642,indian
20644,vietnamese
20648,french
20653,chinese
20656,thai
20661,italian
20665,japanese
20668,indian
20673,moroccan
20675,french
20679,chinese
20680,chinese
20684,japanese
20686,vietnamese
20687,italian
20691,irish
20694,irish
20695,japanese
20697,french
20698,italian
20709,british
20710,japanese
20713,italian
20714,southern_us
20741,mexican
20745,mexican
20746,southern_us
20751,italian
20764,mexican
20768,mexican
20770,mexican
20791,italian
20792,vietnamese
20796,jamaican
20797,southern_us
20804,italian
20807,thai
20828,french
20849,chinese
20852,thai
20856,greek
20864,mexican
20865,cajun_creole
20868,italian
20869,italian
20871,mexican
20883,italian
20888,southern_us
